"Airport","Country","Date","Passengers"
"AMSTERDAM/SCHIPHOL airport","Netherlands",2008-08-01,4716953
"AMSTERDAM/SCHIPHOL airport","Netherlands",2008-09-01,4298602
"AMSTERDAM/SCHIPHOL airport","Netherlands",2008-10-01,4273250
"AMSTERDAM/SCHIPHOL airport","Netherlands",2008-11-01,3272715
"AMSTERDAM/SCHIPHOL airport","Netherlands",2008-12-01,3169108
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-01-01,2912375
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-02-01,2721835
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-03-01,3200663
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-04-01,3673330
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-05-01,3892785
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-06-01,3851658
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-07-01,4533401
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-08-01,4485282
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-09-01,4015826
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-10-01,3984540
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-11-01,3159105
"AMSTERDAM/SCHIPHOL airport","Netherlands",2009-12-01,3101429
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-01-01,2935879
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-02-01,2856365
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-03-01,3466434
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-04-01,3007512
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-05-01,4095815
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-06-01,4105818
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-07-01,4731968
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-08-01,4643311
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-09-01,4247826
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-10-01,4308886
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-11-01,3508913
"AMSTERDAM/SCHIPHOL airport","Netherlands",2010-12-01,3237308
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-01-01,3257912
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-02-01,3046262
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-03-01,3658614
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-04-01,4126568
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-05-01,4473529
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-06-01,4514381
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-07-01,5151686
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-08-01,5058561
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-09-01,4682629
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-10-01,4604493
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-11-01,3581127
"AMSTERDAM/SCHIPHOL airport","Netherlands",2011-12-01,3534902
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-01-01,3423537
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-02-01,3295982
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-03-01,3869299
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-04-01,4190331
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-05-01,4545817
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-06-01,4614117
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-07-01,5222844
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-08-01,5138447
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-09-01,4761596
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-10-01,4644711
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-11-01,3693188
"AMSTERDAM/SCHIPHOL airport","Netherlands",2012-12-01,3588424
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-01-01,3387200
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-02-01,3266950
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-03-01,3969092
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-04-01,4333705
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-05-01,4866308
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-06-01,4857199
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-07-01,5323956
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-08-01,5334617
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-09-01,4898779
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-10-01,4747139
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-11-01,3773985
"AMSTERDAM/SCHIPHOL airport","Netherlands",2013-12-01,3784482
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-01-01,3617645
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-02-01,3436631
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-03-01,4077734
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-04-01,4561780
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-05-01,4989642
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-06-01,5034519
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-07-01,5457230
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-08-01,5619737
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-09-01,5187053
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-10-01,5025172
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-11-01,3974234
"AMSTERDAM/SCHIPHOL airport","Netherlands",2014-12-01,3975745
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-01-01,3720566
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-02-01,3603719
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-03-01,4195265
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-04-01,4771493
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-05-01,5382294
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-06-01,5323189
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-07-01,5916451
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-08-01,5938809
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-09-01,5468335
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-10-01,5328757
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-11-01,4327272
"AMSTERDAM/SCHIPHOL airport","Netherlands",2015-12-01,4289535
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-01-01,4110252
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-02-01,4096720
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-03-01,4747675
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-04-01,5245654
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-05-01,5734338
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-06-01,5739378
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-07-01,6373048
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-08-01,6404287
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-09-01,5868885
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-10-01,5784602
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-11-01,4695834
"AMSTERDAM/SCHIPHOL airport","Netherlands",2016-12-01,4748959
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-01-01,4560601
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-02-01,4325902
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-03-01,5162948
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-04-01,5838744
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-05-01,6210760
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-06-01,6146686
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-07-01,6731431
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-08-01,6790593
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-09-01,6260035
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-10-01,6244754
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-11-01,5172469
"AMSTERDAM/SCHIPHOL airport","Netherlands",2017-12-01,4976900
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-01-01,4910474
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-02-01,4743167
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-03-01,5561511
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-04-01,6018657
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-05-01,6396327
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-06-01,6379769
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-07-01,6767443
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-08-01,6838582
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-09-01,6399083
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-10-01,6404326
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-11-01,5298341
"AMSTERDAM/SCHIPHOL airport","Netherlands",2018-12-01,5261818
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-01-01,4997609
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-02-01,4837693
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-03-01,5631813
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-04-01,6105651
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-05-01,6444322
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-06-01,6503667
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-07-01,6724023
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-08-01,6810759
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-09-01,6493468
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-10-01,6431122
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-11-01,5323306
"AMSTERDAM/SCHIPHOL airport","Netherlands",2019-12-01,5386203
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-01-01,5074773
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-02-01,4719769
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-03-01,2476372
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-04-01,126015
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-05-01,207827
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-06-01,471410
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-07-01,1338857
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-08-01,1854786
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-09-01,1337741
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-10-01,1143483
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-11-01,900434
"AMSTERDAM/SCHIPHOL airport","Netherlands",2020-12-01,1233043
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-01-01,869129
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-02-01,505194
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-03-01,660176
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-04-01,786652
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-05-01,1106740
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-06-01,1678265
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-07-01,3029951
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-08-01,3786973
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-09-01,3370205
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-10-01,3745991
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-11-01,3095823
"AMSTERDAM/SCHIPHOL airport","Netherlands",2021-12-01,2855711
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-01-01,2488083
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-02-01,2660676
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-03-01,3732048
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-04-01,4434587
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-05-01,5217035
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-06-01,5232630
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-07-01,5179725
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-08-01,5327361
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-09-01,5196931
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-10-01,4912421
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-11-01,3987405
"AMSTERDAM/SCHIPHOL airport","Netherlands",2022-12-01,4101978
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-01-01,3896388
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-02-01,3782228
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-03-01,4585101
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-04-01,5128555
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-05-01,5599870
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-06-01,5664120
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-07-01,6009315
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-08-01,0
"AMSTERDAM/SCHIPHOL airport","Netherlands",2023-09-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-01-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-02-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-03-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-04-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-05-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-06-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-07-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-08-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-09-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-10-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-11-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2002-12-01,0
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-01-01,746434
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-02-01,684025
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-03-01,819141
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-04-01,927251
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-05-01,1027409
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-06-01,1159381
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-07-01,1299435
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-08-01,1482866
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-09-01,1281024
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-10-01,1117996
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-11-01,819670
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2003-12-01,862087
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-01-01,810761
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-02-01,747209
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-03-01,997286
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-04-01,1169754
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-05-01,1182682
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-06-01,1268822
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-07-01,1430564
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-08-01,1587399
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-09-01,1408750
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-10-01,1277623
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-11-01,919606
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2004-12-01,944046
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-01-01,907525
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-02-01,794413
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-03-01,1055391
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-04-01,1167389
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-05-01,1329071
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-06-01,1363428
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-07-01,1603855
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-08-01,1621467
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-09-01,1429635
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-10-01,1240253
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-11-01,898222
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2005-12-01,932282
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-01-01,902982
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-02-01,801720
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-03-01,1005377
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-04-01,1278611
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-05-01,1350765
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-06-01,1445008
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-07-01,1706549
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-08-01,1708216
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-09-01,1562181
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-10-01,1352631
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-11-01,990778
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2006-12-01,1061570
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-01-01,980858
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-02-01,883349
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-03-01,1126922
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-04-01,1384341
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-05-01,1512745
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-06-01,1592288
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-07-01,1862806
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-08-01,1911050
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-09-01,1705835
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-10-01,1433142
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-11-01,1095026
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2007-12-01,1144436
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-01-01,1019421
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-02-01,906145
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-03-01,1190433
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-04-01,1319088
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-05-01,1519036
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-06-01,1610767
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-07-01,1808565
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-08-01,1878492
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-09-01,1647399
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-10-01,1432622
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-11-01,1055041
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2008-12-01,1062390
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-01-01,949957
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-02-01,867960
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-03-01,1052159
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-04-01,1371871
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-05-01,1375254
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-06-01,1583061
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-07-01,1844292
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-08-01,1916758
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-09-01,1644538
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-10-01,1373429
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-11-01,1094356
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2009-12-01,1137648
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-01-01,1050448
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-02-01,952292
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-03-01,1165642
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-04-01,1256663
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-05-01,1345913
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-06-01,1434936
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-07-01,1697260
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-08-01,1713997
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-09-01,1506589
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-10-01,1304078
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-11-01,989214
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2010-12-01,970950
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-01-01,896399
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-02-01,793714
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-03-01,976517
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-04-01,1225158
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-05-01,1332767
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-06-01,1461626
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-07-01,1690105
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-08-01,1659696
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-09-01,1473773
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-10-01,1201882
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-11-01,845601
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2011-12-01,865593
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-01-01,797004
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-02-01,708931
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-03-01,864138
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-04-01,1118979
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-05-01,1122142
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-06-01,1282029
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-07-01,1495005
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-08-01,1485759
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-09-01,1345177
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-10-01,1103477
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-11-01,809129
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2012-12-01,794812
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-01-01,712215
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-02-01,664142
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-03-01,807839
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-04-01,937955
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-05-01,1139489
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-06-01,1261472
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-07-01,1447846
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-08-01,1467105
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-09-01,1317777
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-10-01,1117312
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-11-01,814057
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2013-12-01,831519
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-01-01,761462
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-02-01,725373
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-03-01,881742
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-04-01,1200543
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-05-01,1352161
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-06-01,1543673
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-07-01,1773453
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-08-01,1801881
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-09-01,1620295
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-10-01,1431925
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-11-01,1038857
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2014-12-01,1058725
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-01-01,976553
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-02-01,905710
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-03-01,1099758
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-04-01,1456064
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-05-01,1653711
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-06-01,1881762
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-07-01,2139727
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-08-01,2150282
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-09-01,1859770
"ATHINAI/ELEFTHERIOS VENIZELOS airport","Greece",2015-10-01,1578171
